,mass A,,
t,x,y,
14.044,-4.928,-9.276
14.060,-4.351,-9.673
14.077,-3.691,-9.931
14.094,-3.024,-10.11
14.110,-2.320,-10.19
14.127,-1.700,-10.17
14.144,-1.036,-10.05
14.160,-0.368,-9.796
14.177,0.275,-9.468
14.194,0.945,-9.026
14.210,1.524,-8.506
14.227,2.039,-7.921
14.244,2.497,-7.274
14.260,2.993,-6.497
14.277,3.451,-5.665
14.294,3.750,-4.819
14.310,4.094,-3.858
14.327,4.362,-2.882
14.344,4.538,-1.899
14.360,4.694,-0.880
14.377,4.808,0.155
14.394,4.882,1.181
14.410,4.876,2.160
14.427,4.861,3.129
14.444,4.759,4.082
14.461,4.617,4.989
14.477,4.436,5.838
14.494,4.166,6.619
14.511,4.015,7.334
14.527,3.451,7.991
14.544,3.010,8.587
14.561,2.490,9.101
14.577,1.926,9.515
14.594,1.314,9.852
14.611,0.684,10.08
14.627,2.750E-2,10.21
14.644,-0.624,10.25
14.661,-1.300,10.22
14.677,-1.969,10.06
14.694,-2.624,9.805
14.711,-3.259,9.484
14.727,-3.907,9.040
14.744,-4.466,8.508
14.761,-5.061,7.895
14.777,-5.597,7.187
14.794,-6.338,6.392
14.811,-6.810,5.526
14.827,-7.226,4.593
14.844,-7.545,3.616
14.861,-7.800,2.603
14.877,-7.992,1.569
14.894,-8.150,0.513
14.911,-8.216,-0.533
14.928,-8.210,-1.566
14.944,-8.140,-2.589
14.961,-7.965,-3.568
14.978,-7.744,-4.520
14.994,-7.437,-5.386
15.011,-7.085,-6.235
15.028,-6.670,-6.984
15.044,-6.209,-7.688
15.061,-5.650,-8.287
15.078,-5.122,-8.817
15.094,-4.078,-9.210
15.111,-3.599,-9.573
15.128,-3.053,-9.851
15.144,-2.410,-10.01
15.161,-1.822,-10.08
15.178,-1.122,-10.03
15.194,-0.341,-9.836
15.211,0.144,-9.624
15.228,0.846,-9.250
15.244,1.322,-8.850
15.261,2.001,-8.285
15.278,2.437,-7.688
15.294,2.982,-6.994
15.311,3.384,-6.215
15.328,3.674,-5.425
15.344,4.009,-4.530
15.361,4.243,-3.621
15.378,4.450,-2.643
15.395,4.588,-1.678
15.411,4.704,-0.649
15.428,4.805,0.374
15.445,4.827,1.362
15.461,4.823,2.363
15.478,4.738,3.307
15.495,4.611,4.235
15.511,4.465,5.108
15.528,4.200,5.940
15.545,3.930,6.707
15.561,3.610,7.422
15.578,3.201,8.069
15.595,2.678,8.645
15.611,2.067,9.118
15.628,1.470,9.506
15.645,0.864,9.806
15.661,0.209,10.00
15.678,-0.433,10.13
15.695,-1.094,10.15
15.711,-1.758,10.07
15.728,-2.390,9.888
15.745,-3.040,9.629
15.761,-3.647,9.278
15.778,-4.244,8.834
15.795,-4.824,8.280
15.811,-5.352,7.660
15.828,-5.919,6.932
15.845,-6.542,6.128
15.862,-7.011,5.232
15.878,-7.391,4.280
15.895,-7.710,3.300
15.912,-7.895,2.282
15.928,-8.082,1.237
15.945,-8.157,0.194
15.962,-8.157,-0.841
15.978,-8.107,-1.873
15.995,-7.976,-2.879
16.012,-7.783,-3.844
16.028,-7.499,-4.784
16.045,-7.148,-5.634
16.062,-6.745,-6.447
16.078,-6.331,-7.189
16.095,-5.833,-7.852
16.112,-5.291,-8.446
16.128,-4.723,-8.948
16.145,-3.536,-9.278
16.162,-3.322,-9.664
16.178,-2.582,-9.869
16.195,-1.915,-9.989
16.212,-1.323,-10.05
16.228,-0.305,-9.931
16.245,0.358,-9.763
16.262,1.123,-9.530
16.278,1.686,-9.160
16.295,2.496,-8.751
16.312,3.056,-8.243
16.329,3.614,-7.650
16.345,4.057,-6.945
16.362,4.474,-6.216
16.379,4.861,-5.392
16.395,5.140,-4.498
16.412,5.402,-3.597
16.429,5.586,-2.652
16.445,5.758,-1.676
16.462,5.753,-0.655
16.479,5.791,0.326
16.495,5.233,1.451
16.512,5.044,2.443
16.529,5.011,3.365
16.545,4.871,4.266
16.562,4.649,5.133
16.579,4.357,5.950
16.595,3.892,6.718
16.612,3.391,7.419
16.629,2.869,8.042
16.645,2.315,8.578
16.662,1.728,9.062
16.679,1.099,9.439
16.695,0.452,9.696
16.712,-0.198,9.879
16.729,-0.856,9.974
16.745,-1.494,9.973
16.762,-2.144,9.858
16.779,-2.788,9.662
16.796,-3.407,9.389
16.812,-3.960,9.028
16.829,-4.519,8.554
16.846,-5.033,7.991
16.862,-5.500,7.363
16.879,-5.961,6.643
16.896,-6.374,5.865
16.912,-6.709,5.005
16.929,-7.008,4.069
16.946,-7.537,3.086
16.962,-7.789,2.059
16.979,-7.914,1.019
16.996,-7.957,-1.378E-2
17.012,-7.929,-1.042
17.029,-7.859,-2.047
17.046,-7.683,-3.038
17.062,-7.471,-3.982
17.079,-7.165,-4.867
17.096,-6.806,-5.691
17.112,-6.363,-6.474
17.129,-5.122,-7.170
17.146,-4.615,-7.829
17.162,-4.048,-8.404
17.179,-3.462,-8.880
17.196,-2.830,-9.307
17.213,-2.178,-9.627
17.229,-1.554,-9.834
17.246,-0.847,-9.953
17.263,-0.214,-9.965
17.279,0.469,-9.887
17.296,1.106,-9.694
17.313,1.737,-9.434
17.329,2.308,-9.057
17.346,2.892,-8.605
17.363,3.381,-8.094
17.379,3.860,-7.494
17.396,4.322,-6.846
17.413,4.699,-6.087
17.429,5.032,-5.277
17.446,5.310,-4.391
17.463,5.539,-3.498
17.479,5.669,-2.540
17.496,5.736,-1.562
17.513,5.742,-0.558
17.529,5.176,0.560
17.546,5.053,1.544
17.563,4.935,2.514
17.579,4.817,3.425
17.596,4.636,4.323
17.613,4.353,5.176
17.629,3.956,5.974
17.646,3.428,6.706
17.663,2.829,7.258
17.680,2.267,7.815
17.696,1.701,8.330
17.713,1.131,8.772
17.730,0.514,9.096
17.746,-0.123,9.362
17.763,-0.770,9.546
17.780,-1.413,9.613
17.796,-2.045,9.615
17.813,-2.682,9.491
17.830,-3.286,9.305
17.846,-3.880,8.988
